age,education-num,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country
44,10.0,55, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
42,14.0,40, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
32,10.0,40, Private, Some-college, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male, United-States
23,3.0,30, Private, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States
39,10.0,45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States
17,6.0,12, Private, 10th, Never-married, Sales, Own-child, White, Female, United-States
20,10.0,40, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
49,11.0,40, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
29,8.0,40, Private, 12th, Never-married, Other-service, Not-in-family, Other, Male, United-States
17,7.0,17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
35,10.0,55, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States
27,11.0,40,, Assoc-voc, Married-civ-spouse,, Wife, Amer-Indian-Eskimo, Female, United-States
62,10.0,40,, Some-college, Married-civ-spouse,, Husband, White, Male, United-States
47,14.0,50, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
19,10.0,20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, United-States
63,13.0,40, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States
44,13.0,7, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, Black, Female, United-States
34,7.0,8,, 11th, Married-civ-spouse,, Wife, White, Female, United-States
33,15.0,40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
29,11.0,40, Private, Assoc-voc, Never-married, Craft-repair, Other-relative, White, Male, United-States
31,9.0,40, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States
33,9.0,50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
35,10.0,20, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male, United-States
63,13.0,27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
42,14.0,40, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
42,13.0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
28,13.0,40, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
19,9.0,40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States
31,9.0,99, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States
38,13.0,35, Private, Bachelors, Never-married, Other-service, Own-child, White, Female, United-States
42,13.0,21, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
41,12.0,80, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
33,11.0,60, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
57,13.0,40, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, China
43,14.0,45, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
33,14.0,40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
23,10.0,32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States
32,,40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
38,15.0,35, Private, Prof-school, Separated, Prof-specialty, Not-in-family, White, Male, United-States
33,14.0,45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
46,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
33,12.0,20, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, United-States
21,9.0,60,, HS-grad, Never-married,, Other-relative, White, Male, United-States
52,9.0,40, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male, United-States
43,7.0,60, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States
57,14.0,40, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
49,14.0,40, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
35,6.0,50, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female, United-States
40,9.0,55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
41,11.0,60, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States
35,8.0,40, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
27,10.0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
61,10.0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
31,10.0,45, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, Honduras
45,9.0,40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States
38,9.0,40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,
18,6.0,20, Private, 10th, Never-married, Sales, Not-in-family, White, Male, United-States
35,9.0,30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
34,10.0,38, State-gov, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, Philippines
19,7.0,40, Private, 11th, Never-married, Other-service, Not-in-family, White, Male, United-States
45,10.0,40, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female, United-States
38,10.0,40, Federal-gov, Some-college, Divorced, Tech-support, Unmarried, Black, Female, United-States
30,5.0,40, Private, 9th, Never-married, Handlers-cleaners, Unmarried, Black, Male, United-States
40,10.0,40, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
33,9.0,40, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female, United-States
33,9.0,50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
32,13.0,45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
18,7.0,20, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
22,11.0,40, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male, United-States
39,13.0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
59,10.0,56, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
64,9.0,40, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
27,12.0,40, State-gov, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male, United-States
38,12.0,40, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female, United-States
38,15.0,45, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
20,10.0,50, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States
20,8.0,40, Private, 12th, Never-married, Farming-fishing, Own-child, White, Male, United-States
17,7.0,12, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
21,10.0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States
42,10.0,40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
37,11.0,40, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States
59,9.0,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
37,9.0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
22,12.0,27, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female, United-States
45,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
47,,40, Private, Masters, Married-civ-spouse,, Husband, Asian-Pac-Islander, Male,
46,9.0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
26,10.0,40, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
47,10.0,46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
44,14.0,48, Private, Masters, Separated, Sales, Unmarried, White, Female, United-States
32,9.0,60, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female, South
19,9.0,30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
30,13.0,40, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States
35,12.0,40, State-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female, United-States
22,10.0,35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,
54,9.0,44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
42,10.0,40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States
50,14.0,45, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States
36,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
38,14.0,40, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
30,9.0,60, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States
38,9.0,50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
38,12.0,60, State-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
55,14.0,50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States
62,10.0,10, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
21,10.0,35, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
52,4.0,64, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States
34,10.0,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
38,11.0,40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
53,9.0,40, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
51,10.0,60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
27,10.0,56, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
49,10.0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
29,13.0,24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
41,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
42,15.0,40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
58,9.0,40, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, United-States
55,16.0,40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
21,9.0,22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
75,14.0,16, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Male, United-States
29,9.0,40, Federal-gov, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Male, United-States
36,14.0,50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
35,13.0,80, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
37,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
19,7.0,40, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
47,11.0,38, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
18,9.0,25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
47,10.0,38, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, Mexico
21,10.0,40, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
50,4.0,40, Private, 7th-8th, Divorced, Other-service, Other-relative, White, Female, United-States
37,13.0,70, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male, England
50,10.0,40, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
27,9.0,40, Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male, Mexico
29,11.0,43, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
58,13.0,62, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, Canada
33,13.0,24, Private, Bachelors, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States
73,7.0,3,, 11th, Married-civ-spouse,, Husband, White, Male, United-States
32,13.0,50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
43,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
39,10.0,52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
33,9.0,60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
59,11.0,40, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, United-States
19,9.0,40, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male, United-States
55,13.0,50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
25,5.0,40, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico
